applicant_id,academic_score,income_annual,employment_years,credit_score,credit_history_years,loan_amount_requested,loan_percent_income,existing_debt_ratio,prior_default_flag,documents_missing_ct,eligibility_criteria_met,loan_status
APP000034,79.2,,4.1,591.0,3.9,5190.0,0.033,0.693,0,1,0,0
APP000035,86.9,47084.0,5.1,598.0,14.6,9806.0,0.208,0.049,0,1,1,1
APP000036,68.3,58108.0,5.8,601.0,7.0,12326.0,0.212,0.248,0,1,1,0
APP000037,57.4,96390.0,1.1,530.0,0.9,2330.0,0.024,0.396,0,0,1,0
APP000038,57.6,23405.0,2.2,614.0,10.7,19206.0,0.821,0.309,0,0,1,0
APP000039,79.8,29619.0,5.4,625.0,3.8,8759.0,0.296,0.34,0,0,1,1
APP000040,81.1,42864.0,3.6,689.0,6.3,10599.0,0.247,0.289,0,0,1,1
APP000041,78.1,107235.0,11.9,601.0,4.0,29079.0,0.271,0.343,0,0,1,1
APP000042,60.0,95977.0,9.2,430.0,0.7,5226.0,0.054,0.259,0,1,1,0
APP000043,73.5,80166.0,0.7,530.0,2.9,5699.0,0.071,0.254,0,0,1,1
APP000044,71.8,47882.0,1.2,750.0,8.1,2111.0,0.044,0.379,0,0,1,1
APP000045,73.3,102513.0,,574.0,15.5,9917.0,0.097,0.155,0,0,1,1
APP000046,83.1,47497.0,4.4,699.0,2.1,22394.0,0.471,0.588,0,2,0,0
APP000047,73.4,,3.7,586.0,12.8,2376.0,0.032,0.263,1,1,1,0
APP000048,80.2,89969.0,1.2,723.0,0.3,5037.0,0.056,0.184,0,1,1,1
APP000049,71.0,144075.0,2.5,659.0,0.4,11644.0,0.081,0.149,0,0,1,1
APP000050,74.3,50322.0,2.6,519.0,2.3,7510.0,0.149,0.551,0,2,0,0
APP000051,79.5,41875.0,0.8,545.0,5.8,7560.0,0.181,0.208,0,0,1,0
APP000052,48.1,113215.0,5.0,516.0,0.1,11550.0,0.102,0.612,0,0,1,0
APP000053,65.2,118553.0,5.3,732.0,6.6,37512.0,0.316,0.347,0,0,1,1
APP000054,62.9,37571.0,2.1,537.0,1.9,10678.0,0.284,0.476,1,0,1,0
APP000055,60.4,26822.0,4.8,617.0,2.0,12272.0,0.458,0.295,0,0,1,1
APP000056,65.9,108166.0,3.6,643.0,0.6,14534.0,0.134,0.618,0,0,1,1
APP000057,92.4,19438.0,2.0,670.0,19.0,2653.0,0.136,0.204,0,0,1,1
APP000058,57.0,18851.0,23.3,609.0,11.3,13020.0,0.691,0.262,0,0,1,0
APP000059,84.5,44313.0,8.6,508.0,5.6,3525.0,0.08,0.545,0,2,1,0
APP000060,44.8,52128.0,4.1,541.0,12.9,10576.0,0.203,0.207,0,0,1,0
APP000061,65.0,25953.0,6.1,555.0,5.5,22312.0,0.86,0.291,0,1,1,0
APP000062,72.4,56001.0,0.2,412.0,3.8,7747.0,0.138,0.278,0,0,1,0
APP000063,78.8,57520.0,3.5,689.0,3.0,21998.0,0.382,0.384,0,1,1,1
APP000064,80.7,36745.0,1.0,695.0,4.7,3096.0,0.084,0.144,0,1,1,1
APP000065,81.9,166056.0,6.3,554.0,1.3,12587.0,0.076,0.455,0,0,1,1
APP000066,64.8,63440.0,0.8,767.0,18.5,12727.0,0.201,0.246,0,0,1,1
APP000067,63.1,96480.0,3.3,640.0,14.1,1570.0,0.016,0.492,0,0,1,0
APP000068,82.9,20461.0,7.4,726.0,1.9,14847.0,0.726,0.078,0,1,1,0
APP000069,67.1,,6.8,720.0,4.1,1282.0,0.063,0.252,0,0,1,1
APP000070,50.9,64604.0,3.6,638.0,0.8,11668.0,0.181,0.198,0,0,1,1
APP000071,53.0,149181.0,7.2,467.0,23.6,14142.0,0.095,0.302,0,0,1,0
APP000072,56.2,26743.0,1.0,668.0,0.4,7671.0,0.287,0.303,0,2,0,0
APP000073,77.5,53425.0,1.3,697.0,1.2,11622.0,0.218,0.272,0,1,0,0
APP000074,72.1,23364.0,0.2,591.0,12.1,50445.0,2.159,0.424,1,1,1,0
APP000075,80.4,31851.0,4.8,664.0,1.6,7040.0,0.221,0.419,0,0,1,1
APP000076,63.6,55043.0,4.9,647.0,5.9,4553.0,0.083,0.3,0,0,1,1
APP000077,72.4,36477.0,4.9,564.0,6.6,43123.0,1.182,0.268,0,0,1,0
APP000078,79.4,22397.0,2.6,641.0,4.3,11812.0,0.527,0.069,0,0,1,1
APP000079,65.4,22098.0,2.0,604.0,3.2,23159.0,1.048,0.563,0,1,1,0
APP000080,76.9,15810.0,6.9,684.0,0.1,3260.0,0.206,0.226,0,0,1,0
APP000081,60.1,65248.0,4.0,597.0,10.8,1812.0,0.028,0.244,0,1,1,0
APP000082,64.6,70161.0,2.4,586.0,2.6,5522.0,0.079,0.324,0,0,1,0
APP000083,64.3,69950.0,0.4,503.0,4.0,8943.0,0.128,0.356,0,0,1,0
APP000084,52.1,28410.0,5.7,849.0,27.2,7017.0,0.247,0.403,0,0,1,1
APP000085,77.3,89641.0,12.8,609.0,2.3,7008.0,0.078,0.057,0,0,1,1
APP000086,63.0,74912.0,6.9,548.0,9.4,2725.0,0.036,0.607,0,0,1,0
APP000087,70.2,49236.0,2.9,704.0,2.1,11783.0,0.239,0.059,1,1,1,0
APP000088,77.2,44618.0,1.3,667.0,1.8,8398.0,0.188,0.243,0,1,1,1
APP000089,76.7,33207.0,2.0,699.0,3.8,2159.0,0.065,0.25,0,0,1,1
APP000090,80.0,55011.0,7.3,709.0,4.9,8112.0,0.147,0.458,0,1,0,0
APP000091,68.5,129359.0,1.0,749.0,0.1,9174.0,0.071,0.829,0,0,0,0
APP000092,63.7,97024.0,16.8,554.0,5.1,21138.0,0.218,0.248,0,0,1,0
APP000093,68.8,42036.0,9.2,663.0,1.8,6909.0,0.164,0.405,0,1,1,0
APP000094,44.7,67722.0,14.2,508.0,12.1,19871.0,0.293,0.458,0,0,1,0
APP000095,48.3,25315.0,1.6,622.0,12.5,18370.0,0.726,0.346,0,0,1,0
APP000096,50.2,75966.0,1.2,710.0,5.0,5651.0,0.074,0.263,0,0,0,0
APP000097,55.0,29777.0,4.9,569.0,2.0,16111.0,0.541,0.184,0,2,1,0
APP000098,76.0,74173.0,0.3,850.0,6.9,22355.0,0.301,0.392,0,1,1,0
APP000099,56.4,,13.0,652.0,4.9,21583.0,0.074,0.167,0,1,1,1
APP000100,64.3,34822.0,1.4,487.0,10.2,12825.0,0.368,0.239,0,2,1,0
APP000101,89.5,283136.0,1.4,713.0,0.4,9289.0,0.033,0.478,0,1,1,1
APP000102,64.7,65800.0,1.5,850.0,2.7,3842.0,0.058,0.233,0,1,1,1
APP000103,81.1,31264.0,2.0,449.0,10.3,22935.0,0.734,0.248,0,1,1,0
APP000104,56.0,30416.0,0.5,714.0,12.0,3586.0,0.118,0.35,0,1,1,0
APP000105,66.9,202597.0,8.7,561.0,3.9,8886.0,0.044,0.141,0,0,1,1
APP000106,55.7,65893.0,11.0,645.0,4.2,21319.0,0.324,0.584,1,1,1,0
APP000107,64.9,34902.0,2.5,532.0,8.0,4949.0,0.142,0.075,0,1,1,0
APP000108,82.6,43387.0,0.3,727.0,1.5,9901.0,0.228,0.141,0,1,1,1
APP000109,44.1,63479.0,7.6,621.0,0.2,3296.0,0.052,0.656,0,0,1,0
APP000110,76.5,48765.0,0.1,754.0,5.5,7710.0,0.158,0.149,0,1,1,1
APP000111,73.6,60327.0,0.0,557.0,4.6,4939.0,0.082,0.448,0,0,1,0
APP000112,61.1,142083.0,0.8,631.0,23.1,5727.0,0.04,0.258,0,0,1,1
APP000113,48.3,24915.0,12.4,442.0,2.7,14820.0,0.595,0.111,0,0,1,0
APP000114,71.1,72170.0,4.4,850.0,0.5,15775.0,0.219,0.206,0,1,1,1
APP000115,62.1,46923.0,1.3,823.0,6.1,6648.0,0.142,0.382,0,0,1,1
APP000116,73.5,36336.0,9.0,846.0,8.2,12044.0,0.331,0.282,0,0,1,1
APP000117,70.3,93275.0,4.1,788.0,4.8,7207.0,0.077,0.369,1,0,1,1
APP000118,94.0,20397.0,0.3,597.0,3.1,7760.0,0.38,0.446,0,1,1,0
APP000119,66.4,11851.0,0.8,646.0,0.6,4429.0,0.374,0.425,0,2,0,0
APP000120,54.6,56090.0,4.3,676.0,0.8,6905.0,0.123,0.268,0,0,1,1
APP000121,72.7,45121.0,1.0,684.0,1.6,2504.0,0.055,0.42,0,0,1,1
APP000122,73.3,21770.0,1.3,551.0,0.7,43460.0,1.996,0.357,0,2,0,0
APP000123,90.4,17565.0,,547.0,1.9,23078.0,1.314,0.11,0,1,0,0
APP000124,82.5,156120.0,0.1,530.0,6.8,55274.0,0.354,0.335,0,0,1,0
APP000125,75.4,64719.0,1.6,612.0,8.7,21979.0,0.34,0.294,0,1,1,0
APP000126,91.9,49602.0,1.3,621.0,17.4,12355.0,0.249,0.291,0,1,1,1
APP000127,52.2,182983.0,2.4,609.0,9.5,2155.0,0.012,0.418,1,1,0,0
APP000128,60.4,90512.0,0.5,673.0,2.5,20627.0,0.228,0.346,0,0,1,1
APP000129,56.1,141714.0,1.8,526.0,1.1,25648.0,0.181,0.516,0,0,1,0
APP000130,64.2,24150.0,1.0,573.0,18.4,4502.0,0.186,0.411,0,1,1,0
APP000131,49.3,23613.0,3.3,582.0,3.3,14773.0,0.626,0.404,0,2,1,0
APP000132,79.5,70987.0,2.0,724.0,0.6,11119.0,0.157,0.153,0,1,1,1
APP000133,66.7,62862.0,2.9,668.0,3.8,9514.0,0.151,0.131,1,0,1,0
APP000134,47.9,103756.0,,680.0,10.7,14687.0,0.142,0.379,0,1,1,0
APP000135,54.8,18426.0,5.7,566.0,10.0,13859.0,0.752,0.332,0,2,1,0
APP000136,74.7,74769.0,1.3,654.0,0.3,4981.0,0.067,0.272,0,2,1,1
APP000137,82.6,88748.0,0.8,580.0,18.7,19704.0,0.222,0.241,0,0,0,0
APP000138,100.0,,4.5,583.0,9.4,3599.0,0.042,0.192,0,1,1,0
APP000139,100.0,38407.0,4.0,683.0,6.2,14052.0,0.366,0.297,0,0,0,0
APP000140,76.2,66914.0,1.2,592.0,7.8,12280.0,0.184,0.16,0,1,1,1
APP000141,55.2,30780.0,2.4,641.0,1.8,5901.0,0.192,0.579,0,1,1,0
APP000142,38.0,41119.0,4.3,626.0,13.8,23924.0,0.582,0.307,0,0,1,0
APP000143,74.0,26219.0,5.6,544.0,0.7,2654.0,0.101,0.197,0,1,1,0
APP000144,57.8,31095.0,1.9,598.0,0.9,12055.0,0.388,0.435,0,1,1,0
APP000145,63.8,42422.0,0.0,599.0,12.1,11444.0,0.27,0.415,0,2,1,0
APP000146,60.8,36514.0,0.6,616.0,1.2,30195.0,0.827,0.112,0,1,1,0
APP000147,67.9,31093.0,,488.0,2.1,15813.0,0.509,0.72,0,0,0,0
APP000148,86.0,22477.0,0.3,584.0,2.8,2102.0,0.094,0.368,0,0,1,0
APP000149,72.4,159000.0,0.7,732.0,0.7,7196.0,0.045,0.319,0,0,1,1
APP000150,67.6,36303.0,11.9,689.0,2.1,30874.0,0.85,0.517,0,0,1,0
APP000151,54.5,59753.0,0.8,614.0,0.2,8888.0,0.149,0.305,0,0,1,1
APP000152,44.9,17062.0,0.4,544.0,5.0,4553.0,0.267,0.14,0,0,1,0
APP000153,62.7,110701.0,0.5,659.0,0.5,9555.0,0.086,0.247,0,0,1,1
APP000154,69.2,54192.0,4.0,737.0,6.9,32036.0,0.591,0.104,0,0,1,1
APP000155,96.5,37559.0,10.6,787.0,3.1,5467.0,0.146,0.057,0,1,1,1
APP000156,72.0,37757.0,1.5,603.0,3.3,4753.0,0.126,0.226,0,1,0,0
APP000157,84.7,82590.0,5.3,555.0,9.0,8439.0,0.102,0.021,0,0,1,0
APP000158,62.5,8334.0,0.9,693.0,7.1,6283.0,0.754,0.266,0,1,1,0
APP000159,52.2,29896.0,8.6,682.0,2.2,16582.0,0.555,0.12,0,0,1,0
APP000160,55.5,45640.0,3.2,651.0,8.4,7734.0,0.169,0.084,0,2,1,0
APP000161,59.1,45326.0,0.6,593.0,0.9,12660.0,0.279,0.091,0,1,1,0
APP000162,100.0,220397.0,0.5,532.0,4.1,30964.0,0.14,0.245,0,0,1,1
APP000163,57.7,40032.0,1.9,711.0,12.9,5096.0,0.127,0.428,0,0,1,0
APP000164,82.6,,0.2,731.0,0.5,20452.0,0.23,0.181,0,0,1,1
APP000165,56.5,145364.0,1.4,618.0,1.5,18651.0,0.128,0.161,0,2,1,0
APP000166,84.0,73304.0,2.8,804.0,0.2,4151.0,0.057,0.182,0,0,1,1
APP000167,75.8,32719.0,5.8,671.0,17.0,25945.0,0.793,0.538,0,2,1,0
APP000168,67.7,22682.0,5.9,634.0,5.9,4184.0,0.184,0.299,0,1,1,0
APP000169,69.4,76669.0,1.3,544.0,6.8,3572.0,0.047,0.436,1,0,1,0
APP000170,60.2,131533.0,2.1,497.0,9.3,5495.0,0.042,0.143,0,0,0,0
APP000171,76.7,68021.0,4.9,604.0,0.8,5636.0,0.083,0.482,0,0,1,1
APP000172,63.2,102752.0,4.1,683.0,2.9,7767.0,0.076,0.137,0,0,1,1
APP000173,51.6,232157.0,0.1,850.0,3.1,4556.0,0.02,0.441,0,0,1,1
APP000174,50.8,81018.0,0.4,656.0,10.5,14738.0,0.182,0.149,0,1,1,0
APP000175,72.6,25327.0,3.9,703.0,0.4,9037.0,0.357,0.401,0,1,0,0
APP000176,93.7,50546.0,2.1,576.0,1.2,11258.0,0.223,0.155,0,0,1,1
APP000177,72.4,111539.0,2.9,669.0,4.1,15913.0,0.143,0.475,0,0,1,1
APP000178,68.2,42223.0,3.7,657.0,5.6,28756.0,0.681,0.379,0,2,0,0
APP000179,74.3,120985.0,,565.0,24.3,7305.0,0.06,0.093,0,0,1,0
APP000180,89.6,47091.0,16.2,770.0,14.3,6437.0,0.137,0.183,0,0,1,1
APP000181,73.3,59911.0,,638.0,3.6,17328.0,0.289,0.365,1,0,1,0
APP000182,63.8,39718.0,1.7,749.0,8.2,23822.0,0.6,0.238,0,1,1,0
APP000183,86.6,53945.0,4.3,651.0,0.4,10465.0,0.194,0.303,0,1,1,0
APP000184,76.4,55685.0,2.7,620.0,19.9,10397.0,0.187,0.245,1,1,1,0
APP000185,93.0,,3.0,580.0,3.6,8546.0,0.458,0.261,0,1,1,0
APP000186,72.7,37611.0,2.4,618.0,0.4,6428.0,0.171,0.208,0,1,1,0
APP000187,51.6,23390.0,2.7,782.0,6.9,7511.0,0.321,0.012,0,2,1,0
APP000188,49.5,38397.0,0.0,569.0,2.4,9353.0,0.244,0.161,0,1,1,0
APP000189,94.8,30421.0,1.1,710.0,23.6,15730.0,0.517,0.555,0,0,1,0
APP000190,95.9,89958.0,1.7,622.0,7.2,17793.0,0.198,0.281,0,0,1,1
APP000191,67.3,90585.0,1.9,703.0,2.2,5212.0,0.058,0.024,0,0,0,1
APP000192,64.3,68609.0,0.5,669.0,3.2,10347.0,0.151,0.361,0,0,1,1
APP000193,91.9,22912.0,6.0,530.0,0.5,5990.0,0.261,0.696,0,0,1,0
APP000194,53.4,46218.0,5.4,665.0,3.0,8268.0,0.179,0.271,0,1,1,0
APP000195,56.6,21844.0,2.1,845.0,4.0,10839.0,0.496,0.624,0,0,1,0
APP000196,79.6,,9.2,678.0,4.8,19373.0,0.432,0.185,0,0,1,1
APP000197,64.1,72291.0,18.4,733.0,9.3,8973.0,0.124,0.575,0,2,1,0
APP000198,69.9,88900.0,2.3,677.0,3.0,13507.0,0.152,0.327,0,0,1,1
APP000199,67.5,65102.0,0.4,721.0,11.2,4684.0,0.072,0.295,0,1,1,1
APP000200,75.1,104306.0,3.8,585.0,3.0,4472.0,0.043,0.321,0,1,1,0
APP000201,91.1,57288.0,0.3,639.0,8.3,8256.0,0.144,0.474,0,0,1,1
APP000202,71.4,42611.0,5.2,729.0,4.8,100000.0,2.347,0.199,0,2,0,0
APP000203,79.7,82801.0,3.5,618.0,1.2,5707.0,0.069,0.327,0,1,1,0
APP000204,39.2,84448.0,0.1,746.0,0.3,11018.0,0.13,0.523,0,0,1,0
APP000205,69.3,35793.0,2.7,560.0,4.8,13170.0,0.368,0.588,0,0,1,0
APP000206,57.4,61537.0,0.5,655.0,30.0,10123.0,0.165,0.152,0,0,1,0
APP000207,51.7,41086.0,17.1,627.0,27.6,6513.0,0.159,0.432,0,1,0,0
APP000208,56.8,14689.0,5.0,850.0,7.2,14604.0,0.994,0.508,0,0,1,1
APP000209,65.0,,4.6,615.0,6.7,5231.0,0.082,0.594,0,2,1,0
APP000210,83.7,22545.0,,688.0,1.2,12914.0,0.573,0.321,0,1,1,0
APP000211,50.1,59691.0,2.9,471.0,1.3,6582.0,0.11,0.369,0,2,1,0
APP000212,70.5,19513.0,9.4,545.0,2.5,19876.0,1.019,0.438,0,0,1,0
APP000213,62.7,31831.0,0.2,678.0,9.3,2830.0,0.089,0.16,0,1,1,0
APP000214,65.1,37792.0,7.2,626.0,13.7,9164.0,0.242,0.422,0,0,0,0
APP000215,85.0,100814.0,0.4,628.0,26.9,4524.0,0.045,0.456,0,2,1,0
APP000216,78.1,35593.0,6.0,621.0,13.6,17653.0,0.496,0.202,0,0,1,0
APP000217,90.1,25720.0,2.0,633.0,4.9,17819.0,0.693,0.574,0,1,1,0
APP000218,67.7,60999.0,0.1,496.0,0.1,1574.0,0.026,0.413,1,1,1,0
APP000219,59.6,43037.0,2.0,642.0,6.4,4147.0,0.096,0.209,1,1,1,0
APP000220,66.6,78774.0,0.4,630.0,8.5,18999.0,0.241,0.419,0,2,1,0
APP000221,73.6,26712.0,1.1,746.0,2.5,9012.0,0.337,0.187,0,0,0,0
APP000222,72.6,55632.0,1.7,725.0,0.2,15171.0,0.273,0.497,0,0,1,0
APP000223,53.7,215721.0,1.1,395.0,8.2,9777.0,0.045,0.251,0,1,0,0
APP000224,71.4,42465.0,6.4,584.0,9.1,11071.0,0.261,0.462,1,0,1,0
APP000225,73.4,54832.0,6.9,812.0,0.8,19774.0,0.361,0.23,0,0,1,1
APP000226,100.0,18095.0,0.4,732.0,3.0,4298.0,0.238,0.318,0,0,1,1
APP000227,98.2,29384.0,0.3,694.0,0.5,7262.0,0.247,0.313,0,0,1,1
APP000228,57.2,64591.0,0.5,605.0,0.9,4793.0,0.074,0.545,0,0,1,0
APP000229,65.7,40218.0,1.8,717.0,0.1,11971.0,0.298,0.163,0,0,1,1
APP000230,48.0,70874.0,0.4,514.0,4.9,3964.0,0.056,0.065,1,1,1,0
APP000231,61.1,63257.0,1.9,599.0,0.8,18887.0,0.299,0.315,0,1,1,0
APP000232,74.7,22230.0,3.1,681.0,4.6,6806.0,0.306,0.016,0,1,1,1
APP000233,88.1,90146.0,1.8,705.0,2.8,14158.0,0.157,0.131,0,0,1,1
APP000234,59.1,,0.7,669.0,0.5,5892.0,0.253,0.334,0,2,1,0
APP000235,60.2,30978.0,4.1,685.0,2.6,17421.0,0.562,0.238,1,1,1,0
APP000236,37.8,56257.0,1.4,665.0,3.0,22724.0,0.404,0.421,0,2,1,0
APP000237,67.6,125519.0,9.3,622.0,3.8,16867.0,0.134,0.157,1,0,1,0
APP000238,54.1,26841.0,3.6,771.0,1.6,5336.0,0.199,0.1,0,2,1,0
APP000239,62.1,53563.0,0.1,817.0,17.4,27495.0,0.513,0.167,0,0,1,1
APP000240,56.8,53831.0,7.3,645.0,3.7,16057.0,0.298,0.262,0,1,1,0
APP000241,68.6,72723.0,4.6,544.0,3.2,6344.0,0.087,0.538,0,2,1,0
APP000242,43.6,99750.0,8.3,629.0,1.2,12031.0,0.121,0.126,0,2,0,0
APP000243,48.0,38467.0,1.4,658.0,3.9,29018.0,0.754,0.478,0,1,1,0
APP000244,100.0,89959.0,1.9,451.0,2.8,5287.0,0.059,0.012,0,0,1,1
APP000245,50.7,108901.0,1.1,770.0,0.5,5183.0,0.048,0.191,0,0,1,0
APP000246,53.5,142968.0,8.0,593.0,2.5,9043.0,0.063,0.311,0,0,1,0
APP000247,97.6,66248.0,0.3,576.0,9.9,3712.0,0.056,0.134,0,0,1,1
APP000248,100.0,53877.0,2.1,619.0,4.4,10680.0,0.198,0.462,0,0,1,0
APP000249,52.4,36874.0,0.9,607.0,11.9,16502.0,0.448,0.551,0,0,0,0
APP000250,64.5,20427.0,4.6,655.0,2.1,11153.0,0.546,0.175,0,1,1,0
APP000251,75.1,,13.9,721.0,0.6,5956.0,0.144,0.109,0,1,1,1
APP000252,95.9,52439.0,0.7,765.0,1.6,18686.0,0.356,0.238,0,0,0,1
APP000253,55.2,45904.0,3.0,721.0,1.1,8782.0,0.191,0.062,0,0,1,1
APP000254,66.3,70167.0,4.2,565.0,7.4,5693.0,0.081,0.295,0,2,1,0
APP000255,81.7,20486.0,0.2,640.0,4.2,11861.0,0.579,0.627,0,1,1,0
APP000256,76.5,43950.0,3.9,659.0,30.0,22999.0,0.523,0.291,0,1,1,0
APP000257,64.4,162245.0,,678.0,5.4,6597.0,0.041,0.139,0,1,0,0
APP000258,68.0,89086.0,1.6,694.0,6.7,30340.0,0.341,0.253,0,0,1,1
APP000259,49.4,,4.0,657.0,6.2,10450.0,0.147,0.377,0,1,1,0
APP000260,66.4,61970.0,7.6,642.0,0.8,10820.0,0.175,0.283,0,1,1,0
APP000261,66.0,39369.0,6.7,732.0,5.7,10725.0,0.272,0.67,0,2,0,0
APP000262,73.5,17112.0,0.0,638.0,10.6,6718.0,0.393,0.035,0,0,1,1
APP000263,61.7,64491.0,0.2,736.0,5.9,4077.0,0.063,0.309,0,1,1,1
APP000264,77.1,11282.0,2.5,723.0,30.0,38916.0,3.449,0.389,1,1,1,0
APP000265,85.2,40323.0,0.6,781.0,2.0,4333.0,0.107,0.501,0,0,1,1
APP000266,72.3,48913.0,6.1,670.0,13.0,23623.0,0.483,0.427,0,0,1,0
APP000267,75.3,37485.0,1.1,780.0,6.3,33208.0,0.886,0.228,1,2,0,0
APP000268,70.8,180382.0,4.5,623.0,8.9,6006.0,0.033,0.093,0,0,1,1
APP000269,70.0,146474.0,5.0,681.0,8.4,15262.0,0.104,0.242,0,2,1,0
APP000270,59.2,91098.0,2.4,719.0,3.4,16047.0,0.176,0.092,0,0,1,1
APP000271,74.7,28136.0,,559.0,23.9,16072.0,0.571,0.34,0,1,1,0
APP000272,68.5,155259.0,3.2,615.0,0.2,6363.0,0.041,0.134,0,1,1,1
APP000273,100.0,71067.0,7.5,590.0,19.0,7546.0,0.106,0.779,0,0,1,1
APP000274,93.6,27856.0,6.5,645.0,6.8,17378.0,0.624,0.135,0,0,1,0
APP000275,75.8,49993.0,3.9,602.0,0.2,3141.0,0.063,0.408,0,0,1,1
APP000276,58.6,87129.0,1.1,660.0,9.0,2438.0,0.028,0.209,0,1,1,1
APP000277,53.3,34224.0,0.8,643.0,13.5,10645.0,0.311,0.141,0,0,1,0
APP000278,87.9,53333.0,0.5,625.0,1.5,9042.0,0.17,0.64,0,2,1,0
APP000279,73.9,59272.0,3.4,664.0,4.9,11050.0,0.186,0.06,1,1,0,0
APP000280,77.2,25323.0,2.2,589.0,0.4,5970.0,0.236,0.333,0,0,1,0
APP000281,43.8,41687.0,0.2,572.0,22.0,17146.0,0.411,0.287,0,1,1,0
APP000282,83.9,26495.0,0.2,543.0,0.4,17926.0,0.677,0.399,0,0,1,0
APP000283,76.8,82553.0,1.6,489.0,6.3,11099.0,0.134,0.22,0,1,1,0
APP000284,53.3,28429.0,0.1,589.0,4.2,3922.0,0.138,0.198,0,1,1,0
APP000285,62.9,58401.0,1.3,698.0,1.5,20518.0,0.351,0.245,0,0,1,1
APP000286,74.0,21288.0,,632.0,2.5,2894.0,0.136,0.26,0,1,1,0
APP000287,70.8,24833.0,0.6,651.0,1.7,4091.0,0.165,0.409,0,1,1,0
APP000288,65.6,24122.0,2.4,614.0,1.1,16840.0,0.698,0.172,0,1,1,0
APP000289,68.4,41203.0,2.2,824.0,0.6,4500.0,0.109,0.159,1,0,1,1
APP000290,66.2,54624.0,7.2,665.0,2.7,5910.0,0.108,0.55,0,0,1,1
APP000291,72.3,61014.0,3.3,599.0,4.9,10866.0,0.178,0.339,0,2,1,0
APP000292,92.1,16927.0,2.2,555.0,9.0,18860.0,1.114,0.564,0,0,1,0
APP000293,31.5,44303.0,0.5,804.0,5.1,14862.0,0.335,0.271,0,0,0,0
APP000294,66.4,31246.0,3.9,524.0,3.8,24957.0,0.799,0.374,1,0,0,0
