applicant_id,academic_score,income_annual,employment_years,credit_score,credit_history_years,loan_amount_requested,loan_percent_income,existing_debt_ratio,prior_default_flag,documents_missing_ct,eligibility_criteria_met,loan_status
APP000062,72.4,56001.0,0.2,412.0,6.6,6796.0,0.121,0.33,0,0,1,0
APP000063,78.8,57520.0,3.5,689.0,26.0,11393.0,0.198,0.327,1,0,0,0
APP000064,80.7,36745.0,1.0,695.0,5.2,10475.0,0.285,0.224,0,1,1,0
APP000065,81.9,166056.0,6.3,554.0,5.2,6547.0,0.039,0.213,0,1,1,0
APP000066,64.8,63440.0,0.8,767.0,15.8,6974.0,0.11,0.124,0,0,1,1
APP000067,63.1,96480.0,3.3,640.0,22.5,11462.0,0.119,0.112,0,0,1,1
APP000068,82.9,,7.4,726.0,2.1,7087.0,0.346,0.366,1,2,1,0
APP000069,67.1,20355.0,6.8,720.0,1.8,5077.0,0.249,0.139,0,1,1,0
APP000070,50.9,64604.0,3.6,638.0,2.5,15959.0,0.247,0.37,1,1,1,0
APP000071,53.0,149181.0,7.2,467.0,3.6,3815.0,0.026,0.221,0,1,1,0
APP000072,56.2,26743.0,1.0,668.0,12.3,4781.0,0.179,0.365,0,0,1,0
APP000073,77.5,53425.0,1.3,697.0,6.4,21702.0,0.406,0.064,0,1,1,1
APP000074,72.1,23364.0,0.2,591.0,0.0,4405.0,0.189,0.292,0,1,1,0
APP000075,80.4,31851.0,4.8,664.0,2.1,28184.0,0.885,0.444,0,2,1,0
APP000076,63.6,55043.0,4.9,647.0,30.0,4400.0,0.08,0.277,0,0,1,1
APP000077,72.4,36477.0,4.9,564.0,2.1,5040.0,0.138,0.48,0,1,0,0
APP000078,79.4,22397.0,2.6,641.0,9.1,4742.0,0.212,0.326,0,1,1,0
APP000079,65.4,22098.0,2.0,604.0,1.0,3958.0,0.179,0.075,0,0,1,1
APP000080,76.9,15810.0,6.9,684.0,0.5,26334.0,1.666,0.302,0,0,1,0
APP000081,60.1,65248.0,4.0,597.0,0.4,22951.0,0.352,0.623,0,2,1,0
APP000082,64.6,70161.0,2.4,586.0,0.4,3737.0,0.053,0.18,0,0,0,0
APP000083,64.3,69950.0,,503.0,4.3,29813.0,0.426,0.261,0,2,1,0
APP000084,52.1,28410.0,5.7,849.0,7.2,4204.0,0.148,0.541,0,0,1,1
APP000085,77.3,89641.0,,609.0,3.7,78844.0,0.88,0.686,0,1,0,0
APP000086,63.0,74912.0,6.9,548.0,0.2,8942.0,0.119,0.111,0,1,1,0
APP000087,70.2,49236.0,2.9,704.0,1.4,6511.0,0.132,0.332,0,0,1,0
APP000088,77.2,44618.0,1.3,667.0,5.8,14057.0,0.315,0.121,0,0,1,1
APP000089,76.7,,2.0,699.0,1.3,5357.0,0.161,0.473,1,0,1,0
APP000090,80.0,55011.0,7.3,709.0,4.0,3686.0,0.067,0.135,0,1,1,1
APP000091,68.5,129359.0,1.0,749.0,22.9,7306.0,0.056,0.196,0,0,1,1
APP000092,63.7,97024.0,16.8,554.0,2.1,10495.0,0.108,0.393,0,2,1,0
APP000093,68.8,42036.0,9.2,663.0,11.4,2182.0,0.052,0.267,0,1,1,0
APP000094,44.7,67722.0,14.2,508.0,15.4,5293.0,0.078,0.305,0,0,1,0
APP000095,48.3,25315.0,1.6,622.0,0.4,38888.0,1.536,0.466,0,1,1,0
APP000096,50.2,75966.0,1.2,710.0,0.3,9851.0,0.13,0.223,1,0,1,0
APP000097,55.0,29777.0,4.9,569.0,9.8,1851.0,0.062,0.133,0,1,1,0
APP000098,76.0,74173.0,0.3,850.0,8.3,9921.0,0.134,0.432,0,1,0,1
APP000099,56.4,291106.0,13.0,652.0,1.8,12730.0,0.044,0.845,0,0,1,1
APP000100,64.3,,1.4,487.0,5.2,9788.0,0.281,0.428,0,1,1,0
APP000101,89.5,283136.0,1.4,713.0,0.6,17166.0,0.061,0.387,0,1,1,1
APP000102,64.7,65800.0,1.5,850.0,26.1,8093.0,0.123,0.236,1,1,1,0
APP000103,81.1,31264.0,2.0,449.0,10.1,20180.0,0.645,0.231,0,0,1,0
APP000104,56.0,30416.0,0.5,714.0,27.3,9817.0,0.323,0.174,0,0,1,1
APP000105,66.9,202597.0,8.7,561.0,0.2,10744.0,0.053,0.356,0,2,1,0
APP000106,55.7,65893.0,11.0,645.0,4.5,12624.0,0.192,0.485,0,0,1,0
APP000107,64.9,34902.0,2.5,532.0,4.9,16120.0,0.462,0.229,0,0,1,0
APP000108,82.6,43387.0,0.3,727.0,1.7,12707.0,0.293,0.4,0,0,1,1
APP000109,44.1,63479.0,7.6,621.0,8.9,5883.0,0.093,0.386,0,2,0,0
APP000110,76.5,48765.0,0.1,754.0,1.3,30392.0,0.623,0.425,0,0,1,1
APP000111,73.6,60327.0,0.0,557.0,1.7,5723.0,0.095,0.089,0,0,1,1
APP000112,61.1,142083.0,0.8,631.0,4.5,5392.0,0.038,0.11,0,0,1,1
APP000113,48.3,,12.4,442.0,2.2,2537.0,0.102,0.131,0,1,1,0
APP000114,71.1,72170.0,,850.0,2.4,8282.0,0.115,0.139,0,2,0,0
APP000115,62.1,46923.0,1.3,823.0,12.9,6984.0,0.149,0.29,0,0,1,1
APP000116,73.5,36336.0,9.0,846.0,12.8,10379.0,0.286,0.617,0,0,1,1
APP000117,70.3,93275.0,4.1,788.0,0.8,5539.0,0.059,0.163,0,0,1,1
APP000118,94.0,20397.0,0.3,597.0,8.2,31418.0,1.54,0.299,0,1,1,0
APP000119,66.4,11851.0,0.8,646.0,4.5,6563.0,0.554,0.425,1,0,1,0
APP000120,54.6,56090.0,4.3,676.0,2.4,6563.0,0.117,0.27,1,0,1,0
APP000121,72.7,45121.0,1.0,684.0,15.4,9415.0,0.209,0.139,1,2,0,0
APP000122,73.3,21770.0,1.3,551.0,30.0,12863.0,0.591,0.412,0,1,1,0
APP000123,90.4,17565.0,2.1,547.0,6.6,23081.0,1.314,0.191,0,0,1,0
APP000124,82.5,156120.0,0.1,530.0,8.9,14297.0,0.092,0.068,0,0,1,0
APP000125,75.4,64719.0,1.6,612.0,0.9,14122.0,0.218,0.5,0,0,1,0
APP000126,91.9,49602.0,1.3,621.0,0.3,10760.0,0.217,0.264,0,1,1,0
APP000127,52.2,182983.0,2.4,609.0,2.4,5578.0,0.03,0.338,1,0,1,1
APP000128,60.4,90512.0,0.5,673.0,15.3,6428.0,0.071,0.443,0,0,0,0
APP000129,56.1,141714.0,1.8,526.0,1.3,2095.0,0.015,0.473,1,0,1,0
APP000130,64.2,24150.0,1.0,573.0,3.8,7948.0,0.329,0.522,0,0,0,0
APP000131,49.3,23613.0,3.3,582.0,16.2,15489.0,0.656,0.549,0,1,1,0
APP000132,79.5,70987.0,2.0,724.0,0.6,8253.0,0.116,0.54,0,0,1,1
APP000133,66.7,62862.0,2.9,668.0,3.2,13398.0,0.213,0.202,0,0,1,1
APP000134,47.9,103756.0,0.9,680.0,7.6,37411.0,0.361,0.718,0,0,1,0
APP000135,54.8,18426.0,5.7,566.0,9.9,10661.0,0.579,0.114,0,2,1,0
APP000136,74.7,74769.0,1.3,654.0,8.2,14794.0,0.198,0.27,0,1,1,0
APP000137,82.6,88748.0,0.8,580.0,11.6,10738.0,0.121,0.477,0,0,1,1
APP000138,100.0,,4.5,583.0,26.5,5584.0,0.065,0.053,0,2,1,0
APP000139,100.0,38407.0,4.0,683.0,9.1,8524.0,0.222,0.537,0,0,1,1
APP000140,76.2,66914.0,1.2,592.0,3.0,4617.0,0.069,0.254,0,0,1,1
APP000141,55.2,30780.0,2.4,641.0,5.6,17923.0,0.582,0.128,0,0,1,0
APP000142,38.0,41119.0,4.3,626.0,0.9,18967.0,0.461,0.033,1,0,1,0
APP000143,74.0,26219.0,5.6,544.0,8.4,9276.0,0.354,0.502,0,0,1,0
APP000144,57.8,31095.0,1.9,598.0,7.5,34158.0,1.099,0.141,0,0,1,0
APP000145,63.8,42422.0,0.0,599.0,2.6,8448.0,0.199,0.376,0,0,1,0
APP000146,60.8,36514.0,0.6,616.0,1.9,18232.0,0.499,0.228,0,2,1,0
APP000147,67.9,31093.0,0.4,488.0,3.0,8323.0,0.268,0.243,0,0,1,0
APP000148,86.0,22477.0,0.3,584.0,4.2,13532.0,0.602,0.08,0,2,1,0
APP000149,72.4,159000.0,0.7,732.0,7.0,3731.0,0.023,0.312,0,0,0,1
APP000150,67.6,36303.0,11.9,689.0,5.2,6999.0,0.193,0.331,0,2,1,0
APP000151,54.5,59753.0,0.8,614.0,0.5,10367.0,0.173,0.153,0,0,1,0
APP000152,44.9,17062.0,0.4,544.0,2.3,17947.0,1.052,0.22,0,0,1,0
APP000153,62.7,110701.0,0.5,659.0,2.3,10230.0,0.092,0.233,0,1,1,0
APP000154,69.2,54192.0,4.0,737.0,10.2,25759.0,0.475,0.218,0,0,1,0
APP000155,96.5,,10.6,787.0,2.6,7681.0,0.205,0.302,0,0,1,1
APP000156,72.0,37757.0,1.5,603.0,1.3,5177.0,0.137,0.318,1,0,0,0
APP000157,84.7,82590.0,5.3,555.0,1.6,36648.0,0.444,0.203,0,1,1,0
APP000158,62.5,8334.0,0.9,693.0,8.3,3423.0,0.411,0.255,0,0,1,1
APP000159,52.2,29896.0,8.6,682.0,3.9,5918.0,0.198,0.052,0,2,0,0
APP000160,55.5,45640.0,3.2,651.0,13.6,9840.0,0.216,0.307,0,1,1,0
APP000161,59.1,45326.0,,593.0,8.6,8058.0,0.178,0.36,0,0,1,0
APP000162,100.0,220397.0,0.5,532.0,11.9,10812.0,0.049,0.231,0,2,1,1
APP000163,57.7,,1.9,711.0,6.1,10602.0,0.265,0.466,0,1,1,0
APP000164,82.6,88799.0,0.2,731.0,30.0,46047.0,0.519,0.123,0,1,0,0
APP000165,56.5,145364.0,1.4,618.0,2.9,8374.0,0.058,0.153,0,1,1,1
APP000166,84.0,73304.0,2.8,804.0,7.3,12734.0,0.174,0.537,0,0,1,1
APP000167,75.8,32719.0,5.8,671.0,3.6,10266.0,0.314,0.376,0,0,1,1
APP000168,67.7,22682.0,5.9,634.0,13.8,1806.0,0.08,0.245,0,0,0,0
APP000169,69.4,76669.0,1.3,544.0,15.2,4271.0,0.056,0.154,0,0,1,0
APP000170,60.2,131533.0,2.1,497.0,5.8,2103.0,0.016,0.219,0,2,1,0
APP000171,76.7,68021.0,4.9,604.0,5.1,4521.0,0.066,0.264,0,0,1,1
APP000172,63.2,102752.0,4.1,683.0,1.4,8606.0,0.084,0.133,0,1,1,0
APP000173,51.6,232157.0,0.1,850.0,6.0,17721.0,0.076,0.273,0,0,1,1
APP000174,50.8,81018.0,0.4,656.0,7.4,24790.0,0.306,0.377,0,0,0,0
APP000175,72.6,25327.0,,703.0,2.8,56398.0,2.227,0.366,0,0,1,0
APP000176,93.7,50546.0,2.1,576.0,16.6,10293.0,0.204,0.371,0,2,1,0
APP000177,72.4,111539.0,2.9,669.0,11.5,9896.0,0.089,0.187,0,0,1,1
APP000178,68.2,42223.0,3.7,657.0,0.1,3512.0,0.083,0.55,0,0,1,0
APP000179,74.3,120985.0,6.9,565.0,0.0,4798.0,0.04,0.206,1,0,1,0
APP000180,89.6,47091.0,16.2,770.0,10.6,17028.0,0.362,0.187,0,2,1,0
APP000181,73.3,59911.0,0.9,638.0,0.7,37382.0,0.624,0.155,0,1,1,1
APP000182,63.8,39718.0,1.7,749.0,5.5,25692.0,0.647,0.043,0,0,1,0
APP000183,86.6,53945.0,4.3,651.0,7.0,6289.0,0.117,0.422,0,0,1,1
APP000184,76.4,55685.0,2.7,620.0,1.1,4304.0,0.077,0.094,1,0,1,0
APP000185,93.0,18674.0,3.0,580.0,3.9,2711.0,0.145,0.181,0,0,1,0
APP000186,72.7,37611.0,2.4,618.0,8.8,9134.0,0.243,0.372,0,0,0,0
APP000187,51.6,23390.0,2.7,782.0,1.0,37925.0,1.621,0.155,0,1,1,0
APP000188,49.5,38397.0,0.0,569.0,0.9,6746.0,0.176,0.05,1,0,1,0
APP000189,94.8,30421.0,1.1,710.0,9.4,6193.0,0.204,0.062,0,2,1,1
APP000190,95.9,89958.0,,622.0,0.9,8083.0,0.09,0.199,0,1,1,1
APP000191,67.3,90585.0,1.9,703.0,1.4,7943.0,0.088,0.178,0,1,1,1
APP000192,64.3,68609.0,0.5,669.0,4.4,10199.0,0.149,0.48,0,0,1,1
APP000193,91.9,22912.0,6.0,530.0,0.7,1652.0,0.072,0.524,0,1,1,0
APP000194,53.4,46218.0,5.4,665.0,19.4,4824.0,0.104,0.399,0,0,1,1
APP000195,56.6,21844.0,2.1,845.0,10.7,7330.0,0.336,0.607,1,1,1,0
APP000196,79.6,44874.0,9.2,678.0,3.8,11639.0,0.259,0.145,0,0,1,0
APP000197,64.1,72291.0,18.4,733.0,5.6,6463.0,0.089,0.241,0,0,1,1
APP000198,69.9,88900.0,2.3,677.0,0.4,11168.0,0.126,0.221,0,0,1,1
APP000199,67.5,65102.0,0.4,721.0,1.7,6208.0,0.095,0.254,0,2,1,0
APP000200,75.1,104306.0,3.8,585.0,0.4,17360.0,0.166,0.221,0,1,0,0
APP000201,91.1,57288.0,0.3,639.0,2.6,12067.0,0.211,0.067,0,0,0,0
APP000202,71.4,42611.0,5.2,729.0,4.2,11018.0,0.259,0.276,0,0,1,0
APP000203,79.7,82801.0,3.5,618.0,2.8,17040.0,0.206,0.665,0,0,1,0
APP000204,39.2,84448.0,0.1,746.0,7.1,14527.0,0.172,0.439,0,0,1,1
APP000205,69.3,35793.0,2.7,560.0,0.3,6502.0,0.182,0.065,0,0,1,0
APP000206,57.4,,0.5,655.0,0.8,5507.0,0.089,0.156,0,0,1,0
APP000207,51.7,41086.0,,627.0,1.4,24938.0,0.607,0.404,0,1,1,0
APP000208,56.8,14689.0,5.0,850.0,0.5,38045.0,2.59,0.288,0,1,1,0
APP000209,65.0,63835.0,4.6,615.0,3.3,22178.0,0.347,0.231,0,0,1,0
APP000210,83.7,22545.0,1.9,688.0,4.8,21786.0,0.966,0.131,0,0,1,1
APP000211,50.1,59691.0,2.9,471.0,3.9,4782.0,0.08,0.542,0,1,0,0
APP000212,70.5,19513.0,9.4,545.0,0.2,8765.0,0.449,0.274,1,0,1,0
APP000213,62.7,31831.0,0.2,678.0,3.4,8005.0,0.251,0.357,0,1,1,0
APP000214,65.1,37792.0,7.2,626.0,1.2,7810.0,0.207,0.441,0,0,1,0
APP000215,85.0,100814.0,0.4,628.0,7.8,5595.0,0.055,0.308,0,0,1,1
APP000216,78.1,35593.0,6.0,621.0,2.2,12521.0,0.352,0.433,0,1,1,0
APP000217,90.1,25720.0,2.0,633.0,3.6,12625.0,0.491,0.724,0,1,1,0
APP000218,67.7,60999.0,0.1,496.0,0.0,5200.0,0.085,0.334,0,0,1,0
APP000219,59.6,43037.0,2.0,642.0,0.2,5872.0,0.136,0.173,0,0,1,0
APP000220,66.6,78774.0,0.4,630.0,3.7,11331.0,0.144,0.156,0,0,0,0
APP000221,73.6,26712.0,1.1,746.0,21.3,9641.0,0.361,0.579,0,1,1,0
APP000222,72.6,55632.0,1.7,725.0,3.5,6468.0,0.116,0.365,0,2,1,0
APP000223,53.7,,1.1,395.0,6.5,8556.0,0.04,0.062,0,0,1,1
APP000224,71.4,42465.0,6.4,584.0,3.9,3935.0,0.093,0.259,0,0,1,1
APP000225,73.4,54832.0,6.9,812.0,5.5,15726.0,0.287,0.527,0,0,1,1
APP000226,100.0,18095.0,0.4,732.0,6.6,7482.0,0.413,0.196,0,0,1,1
APP000227,98.2,29384.0,0.3,694.0,4.6,7304.0,0.249,0.097,0,2,1,1
APP000228,57.2,64591.0,0.5,605.0,5.8,13794.0,0.214,0.269,0,0,1,0
APP000229,65.7,40218.0,1.8,717.0,9.5,20565.0,0.511,0.145,0,2,0,0
APP000230,48.0,70874.0,0.4,514.0,1.0,9908.0,0.14,0.316,0,1,1,0
APP000231,61.1,63257.0,1.9,599.0,1.9,6377.0,0.101,0.196,0,1,1,0
APP000232,74.7,22230.0,3.1,681.0,2.2,13087.0,0.589,0.376,0,1,1,0
APP000233,88.1,90146.0,1.8,705.0,2.2,10305.0,0.114,0.278,0,1,1,1
APP000234,59.1,23258.0,0.7,669.0,5.6,12311.0,0.529,0.308,0,0,1,0
APP000235,60.2,30978.0,4.1,685.0,1.0,17430.0,0.563,0.541,0,1,1,0
APP000236,37.8,56257.0,1.4,665.0,12.7,8743.0,0.155,0.542,0,1,1,0
APP000237,67.6,125519.0,9.3,622.0,0.3,20232.0,0.161,0.462,0,1,1,0
APP000238,54.1,26841.0,3.6,771.0,9.4,6601.0,0.246,0.126,0,1,0,0
APP000239,62.1,53563.0,0.1,817.0,17.2,6121.0,0.114,0.146,0,1,0,1
APP000240,56.8,53831.0,7.3,645.0,0.3,18520.0,0.344,0.451,0,1,1,0
APP000241,68.6,72723.0,4.6,544.0,7.2,13476.0,0.185,0.093,1,0,1,0
APP000242,43.6,99750.0,8.3,629.0,6.7,8852.0,0.089,0.191,1,1,1,0
APP000243,48.0,38467.0,1.4,658.0,2.4,9787.0,0.254,0.241,0,0,0,0
APP000244,100.0,89959.0,1.9,451.0,1.5,8030.0,0.089,0.43,1,1,1,0
APP000245,50.7,108901.0,1.1,770.0,1.7,8599.0,0.079,0.356,0,0,1,1
APP000246,53.5,142968.0,8.0,593.0,2.7,4178.0,0.029,0.367,0,0,1,1
APP000247,97.6,66248.0,0.3,576.0,1.8,5754.0,0.087,0.397,0,0,1,0
APP000248,100.0,53877.0,2.1,619.0,3.0,8883.0,0.165,0.189,0,0,1,1
APP000249,52.4,36874.0,0.9,607.0,3.9,3301.0,0.09,0.436,0,0,1,0
APP000250,64.5,20427.0,4.6,655.0,4.0,2183.0,0.107,0.248,0,0,1,1
APP000251,75.1,41491.0,13.9,721.0,4.7,3198.0,0.077,0.209,0,0,1,1
APP000252,95.9,52439.0,0.7,765.0,2.5,22554.0,0.43,0.303,0,1,1,0
APP000253,55.2,45904.0,3.0,721.0,17.4,37872.0,0.825,0.346,0,0,0,0
APP000254,66.3,70167.0,4.2,565.0,9.2,12013.0,0.171,0.144,0,0,1,0
APP000255,81.7,20486.0,0.2,640.0,2.4,8742.0,0.427,0.245,0,0,0,0
APP000256,76.5,43950.0,3.9,659.0,2.4,22078.0,0.502,0.084,0,2,1,0
APP000257,64.4,162245.0,,678.0,13.1,4588.0,0.028,0.276,1,0,1,0
APP000258,68.0,,1.6,694.0,3.3,12248.0,0.137,0.374,0,0,0,0
APP000259,49.4,70949.0,4.0,657.0,5.0,12303.0,0.173,0.558,0,0,1,0
APP000260,66.4,61970.0,7.6,642.0,2.4,8273.0,0.134,0.169,0,0,0,0
APP000261,66.0,,6.7,732.0,1.6,2697.0,0.069,0.251,0,0,1,0
APP000262,73.5,17112.0,0.0,638.0,0.6,21516.0,1.257,0.028,0,0,1,0
APP000263,61.7,64491.0,0.2,736.0,0.8,6622.0,0.103,0.182,0,1,1,0
APP000264,77.1,11282.0,2.5,723.0,0.5,6046.0,0.536,0.176,0,0,1,0
APP000265,85.2,40323.0,0.6,781.0,3.1,3435.0,0.085,0.157,0,0,1,1
APP000266,72.3,48913.0,6.1,670.0,4.8,14963.0,0.306,0.148,0,0,1,1
APP000267,75.3,37485.0,1.1,780.0,2.5,12794.0,0.341,0.112,0,0,1,1
APP000268,70.8,180382.0,4.5,623.0,3.1,14448.0,0.08,0.388,0,0,1,1
APP000269,70.0,146474.0,5.0,681.0,4.2,7176.0,0.049,0.604,0,0,1,1
APP000270,59.2,91098.0,2.4,719.0,4.7,7995.0,0.088,0.225,1,0,1,0
APP000271,74.7,28136.0,11.4,559.0,6.5,6060.0,0.215,0.127,1,0,1,0
APP000272,68.5,155259.0,3.2,615.0,2.5,11670.0,0.075,0.142,0,0,0,1
APP000273,100.0,71067.0,7.5,590.0,10.4,9788.0,0.138,0.215,0,2,1,1
APP000274,93.6,27856.0,6.5,645.0,1.6,7906.0,0.284,0.357,0,0,1,1
APP000275,75.8,49993.0,3.9,602.0,2.1,4150.0,0.083,0.561,0,0,1,0
APP000276,58.6,87129.0,1.1,660.0,6.3,7887.0,0.091,0.795,0,0,1,0
APP000277,53.3,34224.0,0.8,643.0,23.3,3498.0,0.102,0.027,0,0,1,1
APP000278,87.9,53333.0,0.5,625.0,23.2,6347.0,0.119,0.366,0,1,0,0
APP000279,73.9,59272.0,3.4,664.0,0.3,5538.0,0.093,0.181,0,0,1,1
APP000280,77.2,25323.0,2.2,589.0,14.9,8354.0,0.33,0.056,1,0,1,0
APP000281,43.8,41687.0,0.2,572.0,4.8,11890.0,0.285,0.241,0,1,0,0
APP000282,83.9,26495.0,0.2,543.0,10.5,8808.0,0.332,0.199,0,1,1,0
APP000283,76.8,82553.0,1.6,489.0,21.6,6485.0,0.079,0.305,0,0,1,0
APP000284,53.3,28429.0,0.1,589.0,13.3,8187.0,0.288,0.42,0,1,1,0
APP000285,62.9,58401.0,1.3,698.0,5.6,10969.0,0.188,0.373,0,0,1,1
APP000286,74.0,21288.0,1.6,632.0,0.5,13287.0,0.624,0.632,0,1,1,0
APP000287,70.8,24833.0,0.6,651.0,11.9,25308.0,1.019,0.067,0,1,1,0
APP000288,65.6,24122.0,2.4,614.0,11.0,52216.0,2.165,0.241,1,0,1,0
APP000289,68.4,41203.0,2.2,824.0,9.7,27325.0,0.663,0.12,0,0,1,1
APP000290,66.2,54624.0,7.2,665.0,7.5,9838.0,0.18,0.223,0,1,1,1
APP000291,72.3,61014.0,3.3,599.0,24.5,5145.0,0.084,0.341,0,0,1,0
APP000292,92.1,16927.0,2.2,555.0,0.6,7642.0,0.451,0.362,0,0,1,0
APP000293,31.5,44303.0,0.5,804.0,0.1,11381.0,0.257,0.318,0,0,1,0
APP000294,66.4,31246.0,3.9,524.0,2.5,7360.0,0.236,0.326,0,1,1,0
